epoch,batch,d_loss,g_loss
2019-04-14 10:32:44,0,770,-136.23170471191406,46.33259201049805
2019-04-14 10:32:44,0,775,-52.71021270751953,150.98764038085938
2019-04-14 10:32:44,0,780,-57.02179718017578,51.38019561767578
2019-04-14 10:32:45,0,785,-22.906394958496094,-65.5467758178711
2019-04-14 10:32:45,0,790,-103.47525024414062,-35.389801025390625
2019-04-14 10:32:46,0,795,-11.275165557861328,-47.99478530883789
2019-04-14 10:32:46,0,800,-63.399654388427734,-78.50214385986328
2019-04-14 10:32:46,0,805,-21.61184310913086,-62.68657684326172
2019-04-14 10:32:47,0,810,-61.10218811035156,-21.189605712890625
2019-04-14 10:32:47,0,815,-42.228641510009766,-63.33875274658203
2019-04-14 10:32:48,0,820,-44.097076416015625,26.62274742126465
2019-04-14 10:32:48,0,825,-148.29208374023438,63.0076904296875
2019-04-14 10:32:48,0,830,-74.00019073486328,79.56427001953125
2019-04-14 10:32:49,0,835,-42.38533020019531,-14.030951499938965
2019-04-14 10:32:49,0,840,6.236286163330078,36.77903366088867
2019-04-14 10:32:50,0,845,-50.216796875,-48.97355651855469
2019-04-14 10:32:50,0,850,-74.81047821044922,-133.92979431152344
2019-04-14 10:32:50,0,855,-9.121849060058594,-132.37884521484375
2019-04-14 10:32:51,0,860,-25.501556396484375,-86.48040771484375
2019-04-14 10:32:51,0,865,-51.937469482421875,-75.37968444824219
2019-04-14 10:32:52,0,870,24.72014617919922,-5.1510772705078125
2019-04-14 10:32:52,0,875,-29.726009368896484,-31.928722381591797
2019-04-14 10:32:52,0,880,-59.15300750732422,-102.47589111328125
2019-04-14 10:32:53,0,885,6.453769683837891,-136.14208984375
2019-04-14 10:32:53,0,890,-47.979061126708984,-87.63799285888672
2019-04-14 10:32:54,0,895,-125.15412902832031,-23.177541732788086
2019-04-14 10:32:54,0,900,-59.769649505615234,-27.206817626953125
2019-04-14 10:32:54,0,905,-69.89872741699219,-37.23973083496094
2019-04-14 10:32:55,0,910,-34.410888671875,-72.26741790771484
2019-04-14 10:32:55,0,915,-105.68771362304688,-89.34912872314453
2019-04-14 10:32:56,0,920,-70.94876098632812,-99.78265380859375
2019-04-14 10:32:56,0,925,-156.29208374023438,8.969831466674805
2019-04-14 10:32:56,0,930,4.815472602844238,-4.375953674316406
2019-04-14 10:32:57,0,935,-43.271820068359375,101.22920227050781
2019-04-14 10:32:57,0,940,-10.894872665405273,22.830541610717773
2019-04-14 10:32:58,0,945,-65.8843994140625,-65.49230194091797
2019-04-14 10:32:58,0,950,-83.42900085449219,-29.656116485595703
2019-04-14 10:32:58,0,955,-4.565578460693359,9.936878204345703
2019-04-14 10:32:59,0,960,44.62763977050781,22.45359230041504
2019-04-14 10:32:59,0,965,0.764984130859375,-19.07984161376953
2019-04-14 10:33:00,0,970,-41.72877502441406,-41.646751403808594
2019-04-14 10:33:00,0,975,-20.45077133178711,37.954429626464844
2019-04-14 10:33:00,0,980,-37.440147399902344,11.141979217529297
2019-04-14 10:33:01,0,985,-50.008487701416016,-20.114364624023438
2019-04-14 10:33:01,0,990,-98.08207702636719,20.934133529663086
2019-04-14 10:33:02,0,995,-88.00291442871094,-26.83475112915039
2019-04-14 10:33:02,0,1000,-34.103336334228516,-63.69683837890625
2019-04-14 10:33:02,0,1005,-61.17829513549805,-95.9781723022461
2019-04-14 10:33:03,0,1010,-14.805127143859863,-15.295492172241211
2019-04-14 10:33:03,0,1015,-117.78337097167969,-40.62984085083008
2019-04-14 10:33:04,0,1020,-85.87517547607422,-23.209779739379883
2019-04-14 10:33:04,0,1025,-21.381397247314453,55.078643798828125
2019-04-14 10:33:04,0,1030,-78.55674743652344,24.18398666381836
2019-04-14 10:33:05,0,1035,-149.47767639160156,-31.174633026123047
2019-04-14 10:33:05,0,1040,-250.5677490234375,-32.33711242675781
2019-04-14 10:33:06,0,1045,-76.04027557373047,-0.7578964233398438
2019-04-14 10:33:06,0,1050,-47.5772705078125,-90.60765838623047
2019-04-14 10:33:06,0,1055,-88.98191833496094,-47.77825927734375
2019-04-14 10:33:07,0,1060,6.257059097290039,31.802175521850586
2019-04-14 10:33:07,0,1065,-109.4131088256836,80.21247863769531
2019-04-14 10:33:08,0,1070,-38.10224914550781,72.0385513305664
2019-04-14 10:33:08,0,1075,-6.429529190063477,-3.7130117416381836
2019-04-14 10:33:08,0,1080,-75.38689422607422,-88.86578369140625
2019-04-14 10:33:09,0,1085,-131.2703857421875,-72.13352966308594
2019-04-14 10:33:09,0,1090,-83.95535278320312,-56.52467727661133
2019-04-14 10:33:10,0,1095,-134.39208984375,-107.56793212890625
2019-04-14 10:33:10,0,1100,16.94585418701172,-90.35498046875
2019-04-14 10:33:10,0,1105,-66.16722106933594,-39.63261413574219
2019-04-14 10:33:11,0,1110,-77.10758972167969,-29.57766342163086
2019-04-14 10:33:11,0,1115,-126.05406188964844,60.66250228881836
2019-04-14 10:33:12,0,1120,-44.857669830322266,44.85963439941406
2019-04-14 10:33:12,0,1125,-59.741764068603516,-24.519899368286133
2019-04-14 10:33:12,0,1130,-62.85564422607422,-18.187517166137695
2019-04-14 10:33:13,0,1135,-182.74990844726562,78.13236999511719
2019-04-14 10:33:13,0,1140,-23.394245147705078,59.77079391479492
2019-04-14 10:33:14,0,1145,-72.37152862548828,-82.18165588378906
2019-04-14 10:33:14,0,1150,-53.471893310546875,-38.04778289794922
2019-04-14 10:33:14,0,1155,-70.0107192993164,-2.401869297027588
2019-04-14 10:33:15,0,1160,-72.57025909423828,20.2499942779541
2019-04-14 10:33:15,0,1165,-68.1729965209961,-49.7960319519043
2019-04-14 10:33:16,0,1170,-4.029621124267578,-38.25762939453125
2019-04-14 10:33:16,0,1175,-48.72439956665039,-31.06270980834961
2019-04-14 10:33:16,0,1180,-165.84071350097656,-12.256244659423828
2019-04-14 10:33:17,0,1185,-42.306732177734375,-37.39088439941406
2019-04-14 10:33:17,0,1190,-97.39523315429688,-71.27482604980469
2019-04-14 10:33:18,0,1195,-35.74396514892578,-91.88330841064453
2019-04-14 10:33:18,0,1200,-23.460668563842773,-13.463497161865234
2019-04-14 10:33:18,0,1205,-45.21514892578125,-22.094776153564453
2019-04-14 10:33:19,0,1210,-72.18278503417969,-4.282192230224609
2019-04-14 10:33:19,0,1215,-60.686485290527344,-41.78587341308594
2019-04-14 10:33:20,0,1220,-72.6395492553711,52.61228561401367
2019-04-14 10:33:20,0,1225,-35.00177764892578,-5.1724162101745605
2019-04-14 10:33:20,0,1230,-89.53265380859375,27.383201599121094
2019-04-14 10:33:21,0,1235,-129.3297576904297,22.004362106323242
2019-04-14 10:33:21,0,1240,-60.18077087402344,-56.02629089355469
2019-04-14 10:33:22,0,1245,-66.01904296875,-81.73686218261719
2019-04-14 10:33:22,0,1250,-23.923885345458984,-40.790950775146484
2019-04-14 10:33:22,0,1255,-67.93285369873047,-6.125598907470703
2019-04-14 10:33:23,0,1260,-107.0594482421875,-8.698774337768555
2019-04-14 10:33:23,0,1265,-44.44776153564453,-67.76060485839844
2019-04-14 10:33:24,0,1270,-45.88554000854492,-37.2338752746582
2019-04-14 10:33:24,0,1275,-74.40695190429688,-49.981964111328125
2019-04-14 10:33:24,0,1280,-66.5253677368164,64.74169158935547
2019-04-14 10:33:25,0,1285,-136.48770141601562,30.631141662597656
2019-04-14 10:33:25,0,1290,-36.49163818359375,8.060688972473145
2019-04-14 10:33:25,0,1295,-56.388938903808594,-21.968740463256836
2019-04-14 10:33:26,0,1300,-118.98546600341797,-11.255859375
2019-04-14 10:33:26,0,1305,-70.6082992553711,-90.18489074707031
2019-04-14 10:33:27,0,1310,-31.506942749023438,-6.832881450653076
2019-04-14 10:33:27,0,1315,-125.00990295410156,-15.102814674377441
2019-04-14 10:33:27,0,1320,-95.70285034179688,-2.5844192504882812
2019-04-14 10:33:28,0,1325,-66.46862030029297,-37.044334411621094
2019-04-14 10:33:28,0,1330,-77.7720718383789,23.57217788696289
2019-04-14 10:33:29,0,1335,-32.13323211669922,9.136106491088867
2019-04-14 10:33:29,0,1340,-25.847305297851562,-17.96387481689453
2019-04-14 10:33:29,0,1345,-38.70733642578125,-29.28548812866211
2019-04-14 10:33:30,0,1350,-108.86518859863281,-35.25065231323242
2019-04-14 10:33:30,0,1355,-67.97853088378906,-18.763294219970703
2019-04-14 10:33:31,0,1360,-86.58330535888672,27.259004592895508
2019-04-14 10:33:31,0,1365,-20.081119537353516,-12.424050331115723
2019-04-14 10:33:31,0,1370,-4.126016616821289,-67.26224517822266
2019-04-14 10:33:32,0,1375,-33.47001647949219,-33.872467041015625
2019-04-14 10:33:32,0,1380,-27.41594886779785,-26.040544509887695
2019-04-14 10:33:33,0,1385,-3.431619644165039,-97.74406433105469
2019-04-14 10:33:33,0,1390,-4.960611343383789,-130.55963134765625
2019-04-14 10:33:33,0,1395,-7.749334335327148,-105.8009033203125
2019-04-14 10:33:34,0,1400,-31.71893882751465,-58.20854187011719
2019-04-14 10:33:34,0,1405,-99.82106018066406,-19.678804397583008
2019-04-14 10:33:35,0,1410,11.685396194458008,-49.01237106323242
2019-04-14 10:33:35,0,1415,-12.490949630737305,39.371253967285156
2019-04-14 10:33:35,0,1420,-9.480809211730957,22.930587768554688
2019-04-14 10:33:36,0,1425,-41.3098258972168,52.50884246826172
2019-04-14 10:33:36,0,1430,-54.67729187011719,27.586545944213867
2019-04-14 10:33:37,0,1435,-14.302125930786133,-38.57374954223633
2019-04-14 10:33:37,0,1440,-29.90719223022461,-21.1202335357666
2019-04-14 10:33:37,0,1445,-21.867977142333984,39.55461883544922
2019-04-14 10:33:38,0,1450,-35.29788589477539,-24.790002822875977
2019-04-14 10:33:38,0,1455,-19.83639907836914,-62.44219970703125
2019-04-14 10:33:39,0,1460,-33.9649543762207,-64.49903869628906
2019-04-14 10:33:39,0,1465,-24.6947078704834,-98.42915344238281
2019-04-14 10:33:39,0,1470,18.99105453491211,-69.52167510986328
2019-04-14 10:33:40,0,1475,-41.58351516723633,38.470176696777344
2019-04-14 10:33:40,0,1480,-72.44511413574219,73.91490173339844
2019-04-14 10:33:41,0,1485,-12.702886581420898,0.39888668060302734
2019-04-14 10:33:41,0,1490,-27.6701717376709,24.861635208129883
2019-04-14 10:33:41,0,1495,-26.45770835876465,-10.62658977508545
2019-04-14 10:33:42,0,1500,-135.05247497558594,71.19085693359375
2019-04-14 10:33:42,0,1505,10.644632339477539,111.63603973388672
2019-04-14 10:33:43,0,1510,-18.13917350769043,107.62565612792969
2019-04-14 10:33:43,0,1515,-70.25862121582031,48.319618225097656
2019-04-14 10:33:43,0,1520,-33.205360412597656,30.655113220214844
2019-04-14 10:33:44,0,1525,-88.2083969116211,13.698843955993652
2019-04-14 10:33:44,0,1530,-65.639404296875,62.15028762817383
2019-04-14 10:33:45,0,1535,-69.71324157714844,20.518779754638672
2019-04-14 10:33:45,0,1540,-103.71951293945312,62.50726318359375
2019-04-14 10:33:45,0,1545,17.391386032104492,25.810365676879883
2019-04-14 10:33:46,0,1550,-34.8499870300293,11.252389907836914
2019-04-14 10:33:46,0,1555,-49.384033203125,-7.7253875732421875
2019-04-14 10:33:47,0,1560,-36.880531311035156,73.61396026611328
2019-04-14 10:33:47,0,1565,12.544373512268066,-20.159828186035156
2019-04-14 10:33:47,0,1570,-49.06415557861328,-46.31585693359375
2019-04-14 10:33:48,0,1575,-55.63566970825195,-19.159849166870117
2019-04-14 10:33:48,0,1580,1.2520694732666016,12.099023818969727
2019-04-14 10:33:49,0,1585,-3.3648509979248047,-65.83103942871094
2019-04-14 10:33:49,0,1590,-59.36176681518555,-45.01377868652344
2019-04-14 10:33:49,0,1595,-46.88216018676758,-62.62821960449219
2019-04-14 10:33:50,0,1600,-51.41223907470703,-42.340633392333984
2019-04-14 10:33:50,0,1605,-69.94327545166016,6.219385147094727
2019-04-14 10:33:51,0,1610,1.3414878845214844,50.55678176879883
2019-04-14 10:33:51,0,1615,-87.81605529785156,122.80623626708984
2019-04-14 10:33:51,0,1620,-82.63780212402344,35.958168029785156
2019-04-14 10:33:52,0,1625,-58.16493225097656,57.9831657409668
2019-04-14 10:33:52,0,1630,-143.16061401367188,159.67539978027344
2019-04-14 10:33:53,0,1635,-79.56414794921875,36.82841873168945
2019-04-14 10:33:53,0,1640,-153.29522705078125,84.57463836669922
2019-04-14 10:33:53,0,1645,-81.66581726074219,137.26773071289062
2019-04-14 10:33:54,0,1650,-19.853382110595703,60.32026290893555
2019-04-14 10:33:54,0,1655,9.526840209960938,-6.249815940856934
2019-04-14 10:33:55,0,1660,-9.43187141418457,20.042633056640625
2019-04-14 10:33:55,0,1665,-60.459144592285156,11.8400239944458
2019-04-14 10:33:55,0,1670,-56.538299560546875,-20.695465087890625
2019-04-14 10:33:56,0,1675,-34.65122985839844,-46.398170471191406
2019-04-14 10:33:56,0,1680,-26.775123596191406,-17.661001205444336
2019-04-14 10:33:57,0,1685,-9.930828094482422,-43.174110412597656
2019-04-14 10:33:57,0,1690,-30.441604614257812,-29.779132843017578
2019-04-14 10:33:57,0,1695,-62.315860748291016,-16.46285057067871
2019-04-14 10:33:58,0,1700,-41.269351959228516,-41.16728210449219
2019-04-14 10:33:58,0,1705,-7.195302963256836,-41.894073486328125
2019-04-14 10:33:59,0,1710,-34.42730712890625,-2.9809017181396484
2019-04-14 10:33:59,0,1715,-12.522634506225586,-21.78949737548828
2019-04-14 10:33:59,0,1720,-28.00849723815918,23.053714752197266
2019-04-14 10:34:00,0,1725,-54.64162063598633,29.39282989501953
2019-04-14 10:34:00,0,1730,-10.714056015014648,42.31109619140625
2019-04-14 10:34:01,0,1735,-53.296913146972656,162.3675537109375
2019-04-14 10:34:01,0,1740,-33.46372985839844,10.903448104858398
2019-04-14 10:34:01,0,1745,-11.274463653564453,18.905391693115234
2019-04-14 10:34:02,0,1750,-25.188514709472656,-47.60028839111328
2019-04-14 10:34:02,0,1755,-20.674217224121094,-138.02520751953125
2019-04-14 10:34:03,0,1760,-23.925464630126953,-95.0759506225586
2019-04-14 10:34:03,0,1765,-34.25064468383789,-41.70574188232422
2019-04-14 10:34:03,0,1770,-54.53407287597656,-46.10223388671875
2019-04-14 10:34:04,0,1775,-52.24195098876953,-58.072235107421875
2019-04-14 10:34:04,0,1780,-51.276519775390625,-27.08104133605957
2019-04-14 10:34:05,0,1785,-61.227813720703125,-21.768619537353516
2019-04-14 10:34:05,0,1790,-82.50481414794922,-16.886444091796875
2019-04-14 10:34:05,0,1795,-25.421218872070312,-40.74819564819336
2019-04-14 10:34:06,0,1800,-65.76353454589844,6.014671325683594
2019-04-14 10:34:06,0,1805,-90.87350463867188,26.739748001098633
2019-04-14 10:34:07,0,1810,-50.240386962890625,42.37363052368164
2019-04-14 10:34:07,0,1815,-56.34738540649414,-61.128211975097656
2019-04-14 10:34:07,0,1820,-67.23194885253906,-106.60254669189453
2019-04-14 10:34:08,0,1825,-81.02981567382812,-64.37836456298828
2019-04-14 10:34:08,0,1830,15.038700103759766,-40.871063232421875
2019-04-14 10:34:09,0,1835,-12.256595611572266,-12.6358003616333
2019-04-14 10:34:09,0,1840,-49.359947204589844,-38.26871109008789
2019-04-14 10:34:09,0,1845,-0.4120330810546875,-28.99332046508789
2019-04-14 10:34:10,0,1850,-76.46601867675781,0.9680728912353516
2019-04-14 10:34:10,0,1855,-72.42889404296875,0.9595985412597656
2019-04-14 10:34:11,0,1860,-97.48460388183594,-36.0712890625
2019-04-14 10:34:11,0,1865,-5.831993103027344,-22.802860260009766
2019-04-14 10:34:11,0,1870,-89.408203125,84.36035919189453
2019-04-14 10:34:12,0,1875,-2.2993316650390625,48.771514892578125
2019-04-14 10:34:12,0,1880,-47.23890686035156,20.657487869262695
2019-04-14 10:34:13,0,1885,-95.40499877929688,-15.31580638885498
2019-04-14 10:34:13,0,1890,-88.62060546875,48.096187591552734
2019-04-14 10:34:13,0,1895,-16.0225830078125,20.6624755859375
2019-04-14 10:34:14,0,1900,-19.62991714477539,-26.25747299194336
2019-04-14 10:34:14,0,1905,-71.82450103759766,-40.676422119140625
2019-04-14 10:34:15,0,1910,-98.10526275634766,-41.37490463256836
2019-04-14 10:34:15,0,1915,-66.18358612060547,-24.749086380004883
2019-04-14 10:34:15,0,1920,-32.500244140625,-19.099899291992188
2019-04-14 10:34:16,0,1925,-47.304161071777344,1.336949110031128
2019-04-14 10:34:16,0,1930,-56.02278137207031,14.297237396240234
2019-04-14 10:34:17,0,1935,-52.63578414916992,-48.18390655517578
2019-04-14 10:34:17,0,1940,-39.68226623535156,-38.67071533203125
2019-04-14 10:34:17,0,1945,-36.45484161376953,2.337313175201416
2019-04-14 10:34:18,0,1950,-87.83447265625,63.45341873168945
2019-04-14 10:34:18,0,1955,-106.79461669921875,41.58677291870117
2019-04-14 10:34:19,0,1960,-13.482318878173828,9.86519718170166
2019-04-14 10:34:19,0,1965,-51.39779281616211,19.17879867553711
2019-04-14 10:34:19,0,1970,-72.71887969970703,-1.116750717163086
2019-04-14 10:34:20,0,1975,-39.02332305908203,-9.144566535949707
2019-04-14 10:34:20,0,1980,-117.98294830322266,-0.7612795829772949
2019-04-14 10:34:21,0,1985,-67.41482543945312,7.084465980529785
